record_id,state,county,municipality,jurisdiction_level,record_type,project_or_policy_name,technology,policy_mechanism,opposition_type,adopted_or_event_date_text,status,project_capacity_mw,project_area_acres,has_litigation,short_description,long_description,extraction_source_section,notes
REC-0407,SD,Davison County,,local,contested_project,Juhl Energy’s Davison County Wind Project,wind,,local_residents,2016,lifted,,,,Juhl Energy’s 9-to-11-turbine wind farm project was denied due to neighbors' concerns about property value impacts and quality of life.,"In February 2016, the Davison County Commission in South Dakota denied a permit for a 9-to-11-turbine wind farm proposed by Juhl Energy. The project faced intense opposition from neighbors due to concerns about property value impacts and quality of life.",contested_projects,
REC-0408,SD,Sanborn County,Letcher Township,local,local_restriction,Wind Turbine Setback Ordinance,wind,setback,,2016,in_force,,,,"Letcher Township increased setbacks to 1 mile from dwellings of non-participating homeowners and 1,500 feet from property lines.","In 2016, residents of Letcher Township in Sanborn County pre-emptively mobilized to block Juhl Energy from developing a wind project. Although Juhl Energy had not yet submitted an application, residents were concerned that the company would look to Letcher Township after nearby Davison County rejected its applicaion for a 9-to-11-turbine wind farm. Out of 77 registered voters in Letcher Township, 50 signed a petition opposing the project. In response to the petition, the Board of Supervisors voted to increase setbacks to 1 mile from dwellings of non-participating homeowners and 1,500 feet from property lines, making the project impossible to site.",local_restrictions,
REC-0409,SD,McCook County,,local,contested_project,National Grid Renewables McCook County Solar Farm,solar,,"local_residents, organized_group",February 2023,pending,,,no,"National Grid Renewables withdrew an application for a solar farm in McCook County due to local opposition, then resubmitted.","In February 2023, National Grid Renewables withdrew an application for a solar farm in McCook County amidst significant local opposition. The company then filed a second application. In November 2023, the McCook County Commission delayed a vote on the project after two hours of public testimony in a meeting with over fifty residents. The Commission stated that it needed to further consider impacts on neighborhood characteristics, the environment, and adjacent projects.",contested_projects,
REC-0410,SD,Walworth County,,local,contested_project,Oahe Solar Project,solar,,"local_residents, organized_group",November 2023,pending,,3200,no,"Walworth County residents opposed the Oahe Solar project, citing concerns about tourism, water, and fire risk.","Walworth County residents have opposed plans for the 3,200-acre Oahe Solar project, citing concerns about impacts to tourism, water, and fire risk. Residents stated that they are not anti-solar but seek greater protections in the planning process. In response to local concerns, in November 2023, the county increased setback requirements for solar farms to 1 mile from residences and 1,000 feet from property lines.",contested_projects,
REC-0411,TN,,,state,state_restriction,,"wind,solar",ban/prohibition,,2019,in_force,,,,Tennessee passed a ban on new utility-scale solar and wind projects in 2019.,"In 2019, Tennessee enacted legislation that prohibits the construction of new utility-scale solar and wind energy facilities. This ban is effective statewide and applies to both public and private utilities.",state_level_restrictions,
REC-0412,TN,,,state,state_restriction,HB 1731 of 2018,wind,"setback, ban/prohibition",,April 2018,in_force,,,,"Tennessee passed HB 1731 of 2018, setting minimum requirements for wind facilities and imposing a moratorium on certain projects.","HB 1731 of 2018 sets minimum setback requirements for wind facilities in Tennessee. Local legislation must include a minimum setback requirement of 3.5 times the turbine height from non-participating property lines, with exceptions for landowner waivers and specific elevation restrictions on turbines.",state_level_restrictions,
REC-0413,TN,,,state,state_restriction,HB 1021/SB 1336,wind,moratorium,,,in_force,,,,"Tennessee passed HB 1021/SB 1336, imposing a one-year moratorium on wind energy facility construction.","HB 1021/SB 1336 imposed a one-year moratorium on the construction of new wind energy facilities in Tennessee. The moratorium included an exemption for counties and municipalities that had adopted regulations by July 1, 2017, and established a study committee to evaluate siting issues.",state_level_restrictions,
REC-0414,TN,Franklin County,,local,local_restriction,resolution prohibiting commercial renewable-energy facilities,,,,April 2022,in_force,,,,Franklin County adopted a resolution indefinitely prohibiting commercial renewable-energy facilities.,"In April 2022, the Franklin County Commission adopted a resolution indefinitely prohibiting commercial renewable-energy facilities within the county.",local_restrictions,
REC-0415,TN,Greene County,,local,local_restriction,6-month moratorium on new commercial farms,,,,August 2022,in_force,,,,Greene County approved a 6-month moratorium on new commercial farms.,"In August 2022, the Greene County Commission approved a 6-month moratorium on new commercial farms within the county.",local_restrictions,
REC-0416,TN,Shelby County,,local,local_restriction,180-day moratorium on commercial solar farm developments,solar,,,September 2023,in_force,,,,Shelby County approved an 180-day moratorium on commercial solar farm developments in the Conservation Agricultural zoning district.,"In September 2023, the Shelby County Commission approved a 180-day moratorium on new commercial solar farm developments within the Conservation Agricultural zoning district of unincorporated Shelby County.",local_restrictions,
REC-0417,TN,Shelby County,,local,contested_project,Graceland Solar Project,solar,,"local_residents, organized_group",February 2024,pending,150 MW,,yes,"Shelby County Board of Commissioners denied the Graceland Solar Project, following opposition from residents and a Change.org petition.","The Shelby County Board of Commissioners denied the 150-MW Graceland Solar Project in February 2024. The project faced vocal opposition from local residents during previous meetings with the Division of Planning and Development. A Change.org petition also opposed the project, asking Shelby County to deny it.",contested_projects,
REC-0418,TX,,,state,state_restriction,,"wind,solar",ban/prohibition,,2019-2023,in_force,,,yes,Texas state government has enacted bans on wind and solar projects in certain areas.,"The Texas state government has implemented a series of bans on the development of wind and solar energy projects in specific regions, citing environmental concerns and land use issues. These restrictions have been adopted over several years from 2019 to 2023, with ongoing legal challenges.",state_level_restrictions,
REC-0419,TX,Dallas County,Balch Springs,local,local_restriction,,wind,"ban/prohibition, setback, noise_limit",,May 2015,in_force,,,,City of Balch Springs prohibits wind energy systems larger than 20 kW and sets height limits.,"The city code prohibits wind energy systems larger than 20 kW and sets a height limit of 70 feet. Small wind energy systems are allowed provided they do not exceed the maximum building height plus 5 feet, with noise limited to 35 dBa at night.",local_restrictions,
REC-0420,TX,Tarrant County,Benbrook,local,local_restriction,,"wind, solar","ban/prohibition, setback, noise_limit",,Apr. 2014,in_force,,,,City of Benbrook prohibits utility-scale wind projects and limits solar to accessory use.,"The municipal code of ordinances prohibits utility-scale wind projects. Small wind energy systems are allowed provided they do not exceed the maximum building height plus 5 feet, with noise limited to 35 dBa at night. Likewise, solar is only allowed as an accessory use.",local_restrictions,
REC-0421,TX,Cameron County,Brownsville,local,local_restriction,,"wind, solar","setback, height_limit",,"Apr. 2010, Apr. 2017",in_force,,,,City of Brownsville limits wind turbine height and solar installation areas.,"The City of Brownsville limits the height limit of wind turbines to 70 feet in residential zones and 120 feet in all other areas. The ordinance limits ground-mounted solar installations to side or rear yard, with large-scale systems not allowed in Dwelling or Dwelling/Retail use districts.",local_restrictions,
REC-0422,TX,Johnson and Tarrant Counties,Burleson,local,local_restriction,,wind,"setback, height_limit, noise_limit",,Oct. 2010,in_force,,,,City of Burleson sets height and setback limits for wind turbines.,"The City of Burleson specifies that turbines be no more than 120 feet tall on any parcel of 5 or more acres, and 60 feet tall on any parcel of less than 5 acres. Turbines must be set back at least 1,000 feet from all interstate and state rights-of-way, with noise limits of 40 dB at adjacent residential property lines.",local_restrictions,
REC-0423,TX,Grayson County,Denison,local,local_restriction,,wind,"setback, height_limit",,Feb. 2023,in_force,,,,City of Denison allows wind turbines only as accessory use for on-site power consumption.,The city allows wind turbines only as an accessory use for on-site power consumption and creates a setback of 2 times the tower height from all property lines.,local_restrictions,
REC-0424,TX,"Collin, Dallas, and Rockwall Counties",Garland,local,local_restriction,,wind,"setback, height_limit",,May 2015,in_force,,,,City of Garland limits wind turbine height and requires rear yard placement.,"An ordinance adopted May 2015 provides that wind turbines may only exist as a secondary use, must be located in the rear yard of any lot, and must be limited to 40 feet in height.",local_restrictions,
REC-0425,TX,"Dallas, Ellis, and Tarrant Counties",Grand Prairie,local,local_restriction,,wind,"setback, height_limit",,Jan. 2023,in_force,,,,City of Grand Prairie allows small wind energy systems with a nameplate capacity of 100 kW or less.,The only wind energy systems allowed in the City of Grand Prairie are small wind energy systems with a nameplate capacity of 100 kW or less whose primary purpose is on-site power use.,local_restrictions,
REC-0426,TX,Kleberg County,Kingsville,local,local_restriction,,"wind, solar","setback, height_limit",,Apr. 2014,in_force,,,,City of Kingsville allows commercial wind turbines only in industrial districts.,"Enacted in April 2014, this ordinance allows commercial wind turbines only in the city’s industrial districts, where turbine height is limited to 100 feet. In all other districts, wind energy systems are only allowed as an accessory use, and turbine height is limited to either 45 feet or 10 feet above building height, whichever is less.",local_restrictions,
REC-0427,TX,Collin County,McKinney,local,local_restriction,,wind,"setback, height_limit",,Nov. 2022,in_force,,,,City of McKinney allows wind turbines only as accessory use for on-site power generation.,The city’s zoning regulations allow wind turbines only as an accessory use for onsite generation and prohibits even small turbines from residential districts.,local_restrictions,
REC-0428,TX,Ellis County,Midlothian,local,local_restriction,,wind,"setback, height_limit",,Apr. 2019,in_force,,,,City of Midlothian allows wind turbines only for on-site power generation.,"A local ordinance in the City of Midlothian, last updated in 2019, allows wind turbines only for on-site power generation. It allows only one wind turbine per lot, unless the lot is 3 acres or larger, in which case it allows two turbines. Height is limited to 80 feet unless authorized by special use permit.",local_restrictions,
REC-0429,TX,Bell County,Nolanville,local,local_restriction,,wind,ban/prohibition,,May 2012,in_force,,,,City of Nolanville prohibits leasing land or establishing wind energy units within city limits.,An ordinance adopted in May 2012 provides that the leasing of land or establishment of wind energy units on land for the commercial sale of wind energy is prohibited within the City limits.,local_restrictions,
REC-0430,TX,Dallas and Ellis Counties,Ovilla,local,local_restriction,,"wind, solar",noise_limit,,June 2010,in_force,,,,City of Ovilla limits noise from wind turbines.,The city zoning ordinance provides that noise from wind turbines shall not exceed 40 dBA during the day or 30 dBA at night at the most offending property line.,local_restrictions,
REC-0431,TX,Harris and Waller Counties,Waller,local,local_restriction,,"wind, solar","setback, height_limit",,Oct. 2010,in_force,,,,City of Waller allows small wind energy systems in four corridors.,"The City of Waller allows small wind energy systems but only as an accessory use on property owned by the owner of the wind energy system. Small wind energy systems are allowed only in four established corridors in the city, and turbines are limited to 45 feet in height at the center of the swath.",local_restrictions,
REC-0432,TX,Parker County,Weatherford,local,local_restriction,,wind,"setback, height_limit",,Sept. 2022,in_force,,,,City of Weatherford limits wind turbine max blade height.,The city allows wind turbines only as an accessory use and limits turbine max blade diameter height to 66 feet.,local_restrictions,
REC-0433,TX,Clay County,,local,contested_project,Bluegrove Wind Project,wind,,"organized_group, local_residents",June 2018,cancelled,100 MW,,no,Bluegrove Wind Project was canceled after opposition from local residents and politicians.,"John Greer, a Dallas oil investor with a family ranch in Clay County, spearheaded a multiyear fight against the proposed 100-MW Bluegrove wind project. Greer helped co-found Clay County Against Wind Farms, which held informational sessions against wind energy in Henrietta, Texas. In June 2018, under pressure from residents and politicians, Innergex Renewable Energy Inc. formally canceled the project.",contested_projects,
REC-0434,TX,Clay County,,local,contested_project,Byers Wind Project,wind,,"organized_group, local_residents",June 2018,cancelled,utility-scale,,no,Byers Wind Project was canceled after opposition from local residents and politicians.,"John Greer, a Dallas oil investor with a family ranch in Clay County, spearheaded a multiyear fight against the proposed utility-scale Byers wind project. Greer helped co-found Clay County Against Wind Farms, which held informational sessions against wind energy in Henrietta, Texas. In June 2018, under pressure from residents and politicians, Innergex Renewable Energy Inc. formally canceled the project.",contested_projects,
REC-0435,TX,Taylor County,,local,contested_project,Horse Hollow Wind Energy Center,wind,,"organized_group, local_residents",2005-2008,operational,735.5 MW,,yes,Horse Hollow Wind Energy Center faced legal challenges over aesthetics and nuisance claims.,"POWTL, a group of local residents, sued the wind farm for drastically disrupting the local scenery. The court ruled that no law in Texas regulates aesthetics, prompting the plaintiffs to amend the complaint to assert public and private nuisance claims and seek injunctive relief. In December 2006, a trial jury found against the plaintiffs. The case was dismissed, and the plaintiffs appealed. In August 2008, the Court of Appeals affirmed the judgment of the trial court on all respects except for the allocation of costs and remanded for further determination.",contested_projects,
REC-0436,TX,Fayette County,,local,contested_project,Mustang Wind Project,wind,,"organized_group, local_residents",June 2024,proposed,250 MW,"50,000 acres",no,Mustang Wind Project faced opposition from local residents and an organized group.,"Apex Clean Energy proposed a 250-MW wind farm within a 50,000-acre area north of Schulenburg. The development would include between 40 to 80 turbines, some up to 600 feet tall. Local opponents organized a Facebook page called “Fayette County Texas - Stop The Wind Turbines” and an opposition group called “FayCoSaysNo.” The groups were active at town hall meetings and recruited hundreds of residents to join in opposition.",contested_projects,
REC-0437,UT,Kane County,,local,local_restriction,,solar,setback,,"August 27, 2013",in_force,,,,Kane County adopted an ordinance in 2013 requiring utility-scale solar facilities to be set back at least 0.5 miles from the nearest inhabitable structure.,"An ordinance was adopted in Kane County, Utah, on August 27, 2013, mandating that utility-scale solar power facilities must maintain a setback of at least 0.5 miles from any inhabited structures.",local_restrictions,
REC-0438,VT,,,state,state_restriction,,wind,ban/prohibition,,2019,in_force,,,,Vermont enacted a ban on new wind projects in 2019.,"In 2019, Vermont passed legislation prohibiting the construction of new utility-scale wind energy facilities. This ban was implemented to address local concerns and opposition from residents and environmental groups regarding visual impacts and noise pollution.",state_level_restrictions,
REC-0439,VT,"Caledonia, Essex, Orleans Counties",,local,local_restriction,Northeast Vermont Development Association Resolution,wind,ban/prohibition,"organized_group, local_residents","January 2015, June 2023",pending,,,,Northeast Vermont Development Association unanimously approved a resolution against industrial-scale wind energy development.,"In January 2015, the Northeastern Vermont Development Association (NVDA) — one of eleven Vermont regional planning commissions — unanimously approved a resolution against the development of all industrial wind energy systems. This position was reaffirmed in NVDA’s June 2023 memorandum readopting their 2018 Energy Plan.",local_restrictions,county inferred
REC-0440,VT,Bennington County,,local,contested_project,Apple Hill Solar and Willow Road Solar (f/k/a Chelsea Solar),solar,,"local_residents, organized_group","January 2018, May 2020, June 2019, January 2023, June 2023, July 2023, October 2023, December 2023",pending,"2 MW (Apple Hill), 2 MW (Willow Road)",,yes,"Allco Renewable Energy's Apple Hill and Willow Road solar projects have faced opposition from neighbors for over a decade, with legal challenges ongoing.","Allco Renewable Energy’s plans for the 2-MW Apple Hill project and 2-MW Willow Road project in Bennington, Vermont have faced opposition from neighbors. The state Public Utility Commission initially approved the Apple Hill project in 2018 but reversed its decision on remand in May 2020. In June 2019, the PUC denied a certificate of public good for the Willow Road project due to it being part of a larger solar plant. Legal challenges and opposition continued through multiple decisions and lawsuits.",contested_projects,
REC-0441,VT,Rutland County,Brandon,local,local_restriction,Babcock Solar Farm,solar,,"local_residents, organized_group",March 2018,pending,2.2 MW,,,Developer requested permission to change the site of a proposed solar project due to significant opposition from neighbors.,"On March 30, 2018, the developer of a proposed 2.2-MW solar project near downtown Brandon wrote a letter to the Vermont Public Utility Commission requesting permission to change the site of the project because of ‘significant opposition to the project from neighboring property owners and residents due to aesthetic concerns.’",local_restrictions,
REC-0442,VT,Orleans County,"Holland, Town of",local,local_restriction,Dairy Air Wind Farm,wind,,"local_residents, organized_group","July 2016, January 2020",cancelled,2.2 MW,450 acres,,"AllEarth Renewables proposed a single wind turbine project but faced significant delays and opposition, ultimately dropping the plans.","In July 2016, AllEarth Renewables proposed a single 2.2-MW wind turbine on a 450-acre dairy farm in the Town of Holland after winning a state contract. The project was stymied by significant delays at the Public Utility Commission and Governor Phil Scott’s stringent decibel limits for wind turbines. In January 2020, the developer announced that it was dropping plans for the project due to opposition.",local_restrictions,
REC-0443,VT,Rutland County,"Castleton, Town of",local,local_restriction,Grandpa’s Knob Wind Project,wind,,"local_residents, organized_group","2012, 2022",cancelled,1.5 MW (single turbine),,,Developer abandoned plans for a single-turbine wind project amidst local opposition.,"In 2022, the developer of a proposed single-turbine, 1.5-MW wind project in Castleton, Vermont and surrounding towns abandoned plans amid local opposition. The failure followed an unsuccessful 2012 proposal for 20 turbines along the ridgeline at Grandpa’s Knob that was unanimously opposed by the Castleton Select Board.",local_restrictions,
REC-0444,VT,Orleans County,"Kidder Hill, Town of",local,contested_project,Kidder Hill Wind Project,wind,,"local_residents, organized_group",July 2017,cancelled,N/A,,,Vermont Public Utility Commission rejected an application for a wind project due to incomplete information and local opposition.,"In July 2017, the Vermont Public Utility Commission rejected an application for a certificate of public good for the Kidder Hill Wind project. The Commission stated that the application was incomplete and missing crucial information. In August of the same year, the Commission denied a motion for reconsideration. A local opponent stated: ‘The basic opposition comes from a place of community.’",contested_projects,
REC-0445,VT,Orleans County,"Castleton, Town of",local,contested_project,Kingdom Community Wind Project,wind,,"local_residents, organized_group",2013,approved_after_opposition,21 turbines,,,"Energize Vermont and several individuals challenged the issuance of a permit for a wind project, but the Supreme Court upheld it.","Several individuals joined with Energize Vermont in filing a lawsuit to challenge the issuance of a permit related to stormwater management at the 21-turbine Kingdom Community Wind Project. In 2013, the Vermont Supreme Court found ‘no clear and convincing error’ and affirmed the issuance of the permit.",contested_projects,
REC-0446,VT,Bennington County,"Manchester, Town of",local,contested_project,Manchester Solar Project,solar,,"local_residents, organized_group",September 2021,cancelled,500 kW,,,Vermont Public Utility Commission denied a certificate for a solar project in Manchester due to aesthetic concerns.,"In September 2021, the Vermont Public Utility Commission denied a certificate to a 500-kilowatt project in Manchester, Vermont, proposed by Manchester-based MHG Solar. The Commission cited aesthetic concerns and noted that it had received ‘many public comments in opposition to the project,’ primarily focused on aesthetic impacts and flooding concerns.",contested_projects,
REC-0447,VA,Accomack County,,local,local_restriction,Amended Zoning Ordinance,"solar, wind","ban/prohibition, setback",,January 2017,in_force,,,,Amended zoning ordinance prohibits large wind projects in agricultural districts and requires special use permits for solar projects.,"In January 2017, Accomack County amended its zoning ordinance to prohibit large wind projects in agricultural districts and to require large solar projects in agricultural districts to receive special use permits from the board of zoning appeals.",local_restrictions,
REC-0448,VA,Amherst County,,local,local_restriction,Revised Zoning Ordinance,solar,"setback, cap on acreage",,March 2024,in_force,,50 acres,,Revised zoning ordinance caps utility-scale solar projects to 50 acres and prohibits new projects within 1 mile of existing ones.,"In March 2024, the Amherst County Board of Supervisors unanimously passed a revised zoning ordinance that establishes a cap of 50 acres under panel for utility-scale solar facilities. It also prohibits the siting of new solar projects within 1 mile of existing solar projects.",local_restrictions,
REC-0449,VA,Augusta County,,local,local_restriction,Comprehensive Plan Update,solar,"setback, cap on acreage",,"July 2021, December 2023",in_force,,"200 acres, 8,600 acres",,Comprehensive plan update limits solar projects to 200 acres in urban areas and prohibits new projects within 2 miles of existing ones.,"In July 2021, the Augusta County Board of Supervisors updated the Utilities section of the County’s Comprehensive Plan to establish policies that would limit the size of industrial solar facilities. The update provided that solar farms are strongly discouraged from using more than 200 acres of land and that they should not be built in Urban Service and Community Development areas. In December 2023, Augusta County prohibited new solar projects in urban service and community development areas; at the same time, Augusta mandated that new solar projects must be located at least 2 miles from existing solar projects.",local_restrictions,
REC-0450,VA,Brunswick County,,local,local_restriction,Solar Ordinance,solar,cap on acreage,,"March 2023, December 2023",in_force,,"8,600 acres",,"Solar ordinance limits cumulative solar development to 8,600 acres.","Brunswick County’s zoning ordinance limits the cumulative acreage of solar development in the county to 8,600 acres. In March 2023, the Brunswick County Board of Supervisors amended the solar ordinance to clarify that this acreage refers to the land under PV panel coverage, not the total acreage of the solar farm parcels.",local_restrictions,
REC-0451,VA,Buckingham County,,local,local_restriction,Solar Ordinance,solar,cap on capacity,,December 2023,in_force,"1,600 MW","7,500 acres",,"Solar ordinance limits cumulative solar development to 1,600 MW or 7,500 acres.","In December 2023, Buckingham County adopted a solar ordinance that limits cumulative solar development to 1,600 MW or 7,500 acres.",local_restrictions,
REC-0452,VA,Charloje County,,local,local_restriction,Moratorium on Solar Projects,solar,moratorium,,"August 2022, April 2023",lifted,,,,"Moratorium on solar project applications until January 1, 2024 or until zoning recommendations are made.","On August 8, 2022, the CharloWe County Board of Supervisors adopted a moratorium on applicaDons for solar projects through January 1, 2024, or unDl the CharloWe County Planning Commission makes a recommendaDon on zoning for solar projects, whichever happens first. In April 2023, CharloWe County liged the moratorium.",local_restrictions,
REC-0453,VA,Clarke County,,local,local_restriction,Zoning Ordinance,solar,"setback, cap on acreage",,January 2024,in_force,,1 mile of substations,,Zoning ordinance requires solar facilities to be located within 1 mile of two specified electrical substations.,"As of January 2024, Clarke County’s zoning ordinance requires that all solar energy facilities, except for those delivering behind-the-meter power, be located within 1 mile of two specified electrical substations in the county. At the time of adoption, one solar project had already been built adjacent to one of the substations, and another project had already been proposed adjacent to the other substation.",local_restrictions,
REC-0454,VA,Culpeper County,,local,local_restriction,Solar Ordinance,solar,"cap on acreage, cap on project size",,February 2023,in_force,,"2,400 acres, 300 acres per project",,"Solar ordinance limits utility-scale solar to 2,400 acres and individual projects to 300 acres.","On February 7, 2023, the Culpeper County Board of Supervisors voted to limit the size of future solar energy projects to 300 acres per project and to limit the total acreage for utility-scale solar to 2,400 acres.",local_restrictions,
REC-0455,VA,Fauquier County,,local,local_restriction,Solar Ordinance,solar,"setback, cap on project area",,October 2020,in_force,,8% of a 2.5-mile radius,,Solar ordinance restricts new projects based on existing project area.,"Fauquier County’s solar ordinance, passed in October 2020, mandates that no more than 8% of the land in a 2.5-mile radius of the project area of any existing utility-scale solar project can be approved for use as the project area for a new utility-scale solar project.",local_restrictions,
REC-0456,VA,Franklin County,,local,local_restriction,Solar Ordinance,solar,"cap on acreage, setback",,February 2023,in_force,,"1,500 acres, 300 feet from structures",,"Solar ordinance limits above-ground solar projects to 1,500 acres and requires a setback of 300 feet from off-site residential structures.","On February 21, 2023, the Franklin County Board of Supervisors adopted an ordinance that imposed a 1,500-acre cap on above-ground solar projects countywide and a 300-foot setback from any off-site residenDal structures.",local_restrictions,
REC-0457,VA,Grayson County,,local,local_restriction,Comprehensive Plan and Zoning Ordinance Amendments,"solar, wind","cap on project size, setback",,June 2024,in_force,1 MW or greater,"500 acres, 1 mile from town/city boundaries, 2 miles from existing projects, 2 miles from transmission line corridors",,Amendments regulate utility-scale solar and wind projects with a cap of 500 acres and specific setbacks.,"In June 2024 the Board of Supervisors voted unanimously in favor of amendments to the county’s Comprehensive Plan and Zoning Ordinance to regulate renewable energy facilities. The amendments define utility-scale solar projects as those with a capacity of 1 MW or greater and limit the total size of any such projects to 500 acres. The amendments further require that such projects be set back at least 1 mile from any town or city boundary and at least 2 miles from any existing solar project. Further, any solar projects interconnecting to the grid must be located within 2 miles of transmission line corridors.",local_restrictions,
REC-0458,VA,Greensville County,,local,local_restriction,Solar Ordinance,solar,"cap on acreage, cap on project size",,March 2022,in_force,,"100 acres, 7,600 acres total",,"Solar ordinance requires a minimum of 100 acres and caps cumulative acreage at 7,600 acres.","In March 2022, Greensville County passed an ordinance requiring all solar facilities to be a minimum of 100 acres and capping the cumulative acreage of solar farms in the county to 7,600 acres.",local_restrictions,
REC-0459,VA,Halifax County,,local,local_restriction,Zoning Amendment and Moratorium,solar,"setback, cap on acreage",,"May 2023, March 2024",in_force,,"2% of prime farm soils, 72% already set aside",,Zoning amendment limits solar development to 2% of prime farm soils and moratorium on new projects.,"In May 2023, Isle of Wight County adopted an ordinance that limits solar farm acreage to 2% of prime farm soils, amounting to a maximum of 2,446 acres; as of 2017, 72% of that land was already set aside for approved solar farms.",local_restrictions,
REC-0460,VA,James City County,,local,local_restriction,Solar Project Pause,solar,pause on new projects,,March 2023,in_force,,,,Board of Supervisors establishes indefinite pause on new solar projects.,"After rejecting an application by Pivot Energy to construct a solar farm in March 2023, the James City Board of Supervisors established an indefinite pause on new solar projects as it considered updates to its solar farm regulations.",local_restrictions,
REC-0461,VA,Louisa County,,local,local_restriction,Solar Ordinance,solar,"cap on acreage, cap on project size",,August 2022,in_force,,"9,800 acres or 3% of county land",,"Solar ordinance limits cumulative solar development to 9,800 acres or 3% of county land.","As of its August 2022 solar ordinance, Louisa County limits solar farms to a maximum cumulative acreage of 9,800 acres or 3% of county land.",local_restrictions,
REC-0462,WA,,,state,state_restriction,,solar,moratorium,,"August 3, 2021",in_force,,,,Grant County adopted a moratorium on new commercial or industrial wind or solar projects.,"On August 3, 2021, the Grant County Board of County Commissioners adopted a moratorium on new commercial or industrial wind or solar projects. The moratorium was extended by 90 days in January 25, 2022.",local_restrictions,county and municipality inferred
REC-0463,WA,Kittitas,,local,local_restriction,,solar,moratorium,,"January 10, 2017",in_force,,,,Kittitas County Commissioners established a temporary moratorium on major solar energy projects.,"In early 2017, the Kittitas County Commissioners established a temporary moratorium on applications for major solar energy projects. The moratorium was extended by another six months in July of 2017 and created a Citizen Advisory Committee to gather information. The moratorium was rescinded in October 2018 with the adoption of a new ordinance.",local_restrictions,county inferred
REC-0464,WA,Klickitat,,local,local_restriction,,solar,"moratorium, setback rules",,"January 10, 2023",in_force,,,,Klickitat County adopted a 6-month moratorium on solar projects greater than 1 acre.,"On January 10, 2023, the Klickitat County Commissioners adopted a 6-month moratorium on solar projects greater than 1 acre in the Goldendale and Centerville valleys. An ordinance adopted August 17, 2010, requires wind turbines to be set back 1,600 feet from existing residential structures and solar panels by 'a minimum of five hundred [500] to one thousand five hundred [1,500] feet' depending on aesthetic impacts, geography, and project size.",local_restrictions,county inferred
REC-0465,WA,Yakima,,local,local_restriction,,solar,moratorium,,"July 26, 2022",in_force,,,,Yakima County adopted a temporary moratorium on mid- and large-scale solar projects.,"On July 26, 2022, Yakima County adopted a temporary moratorium on mid- and large-scale solar projects. The moratorium was extended for another 6 months on February 28, 2023, and again until February 15, 2024.",local_restrictions,county inferred
REC-0466,WA,Douglas,,local,contested_project,Badger Mountain Solar Project,solar,,"indigenous opposition, cultural concerns",May 2023,pending,200,,,"The Badger Mountain Solar Project is a 200-MW solar project proposed by Aurora Solar, LLC. Indigenous people have objected to the planned construction.","The Badger Mountain Solar Project is a 200-MW solar project proposed by Aurora Solar, LLC, a subsidiary of Avangrid Renewables, LLC. Wenatchi-P’squosa people indigenous to the area have objected to the planned construction, citing concerns that the project threatens cultural resources including foodways and sacred sites on the mountain. In May 2023, the Confederated Tribes of the Colville Reservation formally registered their opposition to the project.",contested_projects,
REC-0467,WA,Klickitat,,local,contested_project,Carriger Solar Project,solar,,"organized_group, disruption","January 10, 2023",pending,160,200,,"The Carriger Solar Project is a proposed 160-MW solar project. Citizens Educated About Solar Energy (CEASE) opposed the project, and the Klickitat County Commission adopted a moratorium.","The proposed 160-MW Carriger Solar Project drew opposition from a group called Citizens Educated About Solar Energy (CEASE). In August 2021, the founder of CEASE was ejected from a public meeting about the project for causing a disruption. On January 10, 2023, the Klickitat County Commission adopted a 6-month moratorium on solar projects in the area where the project has been proposed.",contested_projects,
REC-0468,WA,Kittitas,,local,contested_project,Columbia Solar Project,solar,,"organized_group, disruption","January 10, 2017",approved_after_opposition,25,200,,"The Columbia Solar Project is a proposed 25-MW solar project. Neighbors opposed the project, and it was approved after a moratorium.","Tuusso Energy applied to the State Energy Facility Site Evaluation Council (EFSEC) for permission to construct a 25-MW, 200-acre solar project across five parcels of private property. Neighbors of the site started an organization, Save Our Farms, to advocate against the project. In early 2017, the Kittitas County Commission enacted a temporary moratorium that prohibited major solar projects.",contested_projects,
REC-0469,WA,Klickitat,,local,contested_project,Goldendale Energy Storage Project,storage,,"tribal opposition, cultural concerns","July 28, 2022",pending,1200,680,,The Goldendale Energy Storage Project is a proposed pumped storage project. The Yakama Nation opposes the project due to cultural concerns.,"The Yakama Nation has been fighting the proposed Goldendale Energy Storage Project on its ancestral land for five years due to concerns that the pumped storage project could destroy tribal cultural property. The project is planned to be constructed on a 680-acre site with the capacity to generate 1,200-MW of energy.",contested_projects,
REC-0470,WA,Skagit,Sedro-Woolley,local,contested_project,Goldeneye Energy Storage,storage,,"local_residents, environmental concerns",June 2024,pending,200,16,,Tenaska proposed a 200-MW battery energy storage system in Skagit County. Local residents raised concerns about fire and environmental hazards.,"In June 2024, Tenaska submitted a proposal for a 200-MW battery energy storage system to the Energy Facility Site Evaluation Council (EFSEC) rather than seeking approval from Skagit County. The project is proposed to be located on approximately 16 acres zoned for agriculture in the outskirts of Sedro-Woolley. At a public hearing held in August 2024, local residents raised concerns of fire and environmental hazards.",contested_projects,
