id,state,project_name,technology,severity_score,description,outcome,finality_evidence,status,has_litigation,opposition_type,county,municipality,event_date_text,capacity_mw,area_acres,long_description,source_record_id,source,source_url,notes,id,source_id
con_37a3a8f59f,NV,Bajle Born Solar Project,solar,4,Arevia Power withdrew its application to construct the 850-MW Bajle Born Solar project due to opposition from groups like Save Our Mesa.,blocked_unverified,outcome_label_only,cancelled,yes,"litigation, media campaign",Clark,,July 2021,850 MW,"450,000 acres","In July 2021, Arevia Power withdrew its application to construct the 850-MW BaWle Born Solar project on the Mormon Mesa in the desert north of Las Vegas. The project would have been the largest ever built in the United States and faced opposition from groups such as Save Our Mesa, who raised concerns about visual impacts and tourism impacts.",REC-0256,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_37a3a8f59f,src_90d5b39d9a09
con_03ffbab77e,NV,Beajy Energy Center Project,solar;battery_storage,3,The Bureau of Land Management sided with local opponents and gave the BeaWy Energy Center Project low priority status.,pending,none,pending,yes,"litigation, media campaign",Nye,,June 2022,800 MW solar + up to 800 MW storage,"6,515 acres","In June 2022, the Bureau of Land Management sided with local opponents of BeaWy Energy Center and two other large solar projects (Bonnie Clare Solar and Sawtooth Energy Center) near Death Valley National Park by giving them “low priority” permitting status. If approved, the projects would collectively generate 3,300 MW of electricity on up to 25,000 acres of land. The Bureau cited proximity to Death Valley National Park and sensitive habitat for the Mojave Desert tortoise as concerns. The projects are opposed by Nevada-based Basin and Range Watch, which thanked BLM for its decision.",REC-0257,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_03ffbab77e,src_90d5b39d9a09
con_0f68c74823,NV,Bonnie Clare Solar Project,solar;battery_storage,3,The Bureau of Land Management sided with local opponents and gave the Bonnie Clare Solar Project low priority status.,pending,none,pending,yes,"litigation, media campaign",Nye,,June 2022,"1,500 MW solar + 1,000 MW DC-coupled storage + 500 MW AC-coupled storage","8,274 acres","In June 2022, the Bureau of Land Management sided with local opponents of Bonnie Clare Solar Project and two other large solar projects (BeaWy Energy Center and Sawtooth Energy Center) near Death Valley National Park by giving them “low priority” permitting status. If approved, the projects would collectively generate 3,300 MW of electricity on up to 25,000 acres of land. The Bureau cited proximity to Death Valley National Park and sensitive habitat for the Mojave Desert tortoise as concerns. The projects are opposed by Nevada-based Basin and Range Watch, which thanked BLM for its decision.",REC-0258,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_0f68c74823,src_90d5b39d9a09
con_e809c1e5b7,NV,Clark County Solar Development,solar,3,"Western Watersheds Projects sued the U.S. Fish and Wildlife Service, Bureau of Land Management, and National Park Service over their approval of large-scale solar development in Clark County.",pending,none,pending,yes,"litigation, regulatory denial",Clark,,September 2023,,,"In September 2023, the organization Western Watersheds Projects sued Secretary of the Interior Deb Haaland, the U.S. Fish and Wildlife Service, Bureau of Land Management, and National Park Service over their approval of large-scale solar development in portions of Clark County that is home to the threatened Mojave Desert tortoise. The organization seeks relief under the Endangered Species Act and National Environmental Policy Act.",REC-0259,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_e809c1e5b7,src_90d5b39d9a09
con_52e9891bae,NV,Crescent Peak Wind Project,wind,4,The Bureau of Land Management rejected an application by Eolus Vind to construct a 500-MW wind farm near Death Valley National Park.,blocked_unverified,outcome_label_only,cancelled,yes,"litigation, regulatory denial",Clark,,November 2018,500 MW,"32,531 acres","In November 2018, the Bureau of Land Management rejected an application by Eolus Vind of Sweden to construct a 500-MW, 248-turbine wind farm on 32,531 acres of public land in Nevada. Documents obtained in response to a FOIA request appear to show that Assistant Secretary Joseph Balash decided to terminate the project after conversations with and receiving input from tribal groups, mining groups, fish and wildlife experts, and the military.",REC-0260,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_52e9891bae,src_90d5b39d9a09
con_57c65794e7,NV,Dixie Valley Geothermal Project,geothermal,3,"Ormat Nevada Inc. was approved to construct two 30-MW geothermal plants on federal land in Dixie Valley, but the project is being challenged by environmental groups.",pending,none,pending,yes,"litigation, regulatory denial",Churchill,,November 2021,60 MW (two 30-MW plants),"4,587 acres","In November 2021, Ormat Nevada Inc. was approved to construct two 30-MW geothermal plants on federal land in Dixie Valley. In December 2022, the U.S. Fish and Wildlife Service listed the Dixie Valley toad as endangered, prompting the Center for Biological Diversity and Fallon Paiute-Shoshone Tribe to sue the Bureau of Land Management over the project’s approval. In July 2023, the U.S. Department of the Interior announced that it would begin a new environmental analysis of the project in light of the Dixie Valley toad being listed as endangered, halting construction of the project until the completion of the environmental review.",REC-0261,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_57c65794e7,src_90d5b39d9a09
con_c09d76bb9a,NV,Esmeralda Seven Solar Project,solar,3,Several local community members have expressed opposition to the scale of the project’s impact on the largely undeveloped land in Esmeralda County.,pending,none,pending,yes,"litigation, regulatory denial",Esmeralda,,Proposed in 2024,5.3 GW (7 projects),TBD,The proposed Esmeralda Seven project in Nevada would combine 7 projects aggregating to a total of 5.3 GW. Several local community members have expressed opposition to the scale of the project’s impact on the largely undeveloped land in the county.,REC-0262,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_c09d76bb9a,src_90d5b39d9a09
con_132305f98f,NV,Forest Hills Subdivision Wind Turbine,wind,4,The Supreme Court of Nevada upheld a lower court’s permanent injunction preventing the construction of a wind turbine on residential property.,blocked_confirmed,court_ruling: Sowers v. Forest Hills Subdivision,cancelled,yes,"litigation, regulatory denial",Washoe,,2013,,,"In 2013, the Supreme Court of Nevada upheld a lower court's permanent injunction preventing the construction of a proposed wind turbine on residential property, holding that the turbine would create a nuisance.",REC-0263,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_132305f98f,src_90d5b39d9a09
con_4c988f1b42,NV,Gerlach Geothermal ExploraDon Project,geothermal,3,The Burning Man Project and Friends of Nevada Wilderness sued the Bureau of Land Management to stop a geothermal exploration project.,pending,none,pending,yes,"litigation, regulatory denial",Washoe,,"January 9, 2023",,,"On January 9, 2023, the Burning Man Project and Friends of Nevada Wilderness filed a lawsuit against the federal Bureau of Land Management to stop a geothermal exploration project. In the lawsuit, the plaintiffs allege that the noise, traffic, light, and drilling from the project would be inconsistent with the Burning Man Project’s use of the area during the annual Burning Man festival. On April 3, 2023, the Paiute Tribe of Nevada, Gerlach Preserves Society, and several local residents joined the lawsuit against the project. That same month, the Washoe County Commission voted to overturn a permit that the county had previously approved in January to allow the company to drill up to 13 test wells.",REC-0264,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_4c988f1b42,src_90d5b39d9a09
con_5b701c8ea7,NV,Greenlink West Transmission Project,transmission,3,The Greenlink West Transmission Project is facing opposition from conservation groups due to a stretch crossing through Tule Springs Fossil Beds National Monument.,pending,none,pending,yes,"litigation, regulatory denial","Various (Clark, Lyon, Esmeralda, Lyon, Mineral, and Nye)",,May 2023,,,"A proposed 470-mile transmission line that would stretch from Las Vegas to Reno and carry up to 4,000 MW of renewable energy is facing opposition from conservation groups. Opponents of the plan, including the founder of Nevada-based Basin and Range Watch, have raised concerns about a 1.5-mile stretch that crosses through Tule Springs Fossil Beds National Monument, where shallowly buried fossils could be disturbed during construction. In May 2023, the Department of the Interior released a draft environmental impact statement for the project.",REC-0265,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_5b701c8ea7,src_90d5b39d9a09
con_c5156cfe2a,OK,Cabin Creek Wind Farm,wind,2,"Local community members organized to oppose the Cabin Creek Wind Farm project, a proposed 300-MW wind project.",pending,none,pending,,"organized_group, local_residents",Craig County,,,300,,"Local community members have organized to oppose the Cabin Creek Wind Farm project, a proposed 300-MW wind project. A citizens group called ‘Craig County Concerned Citizens’ backed a zoning proposition on the ballot in November 2024 aimed at limiting wind farm expansions near homes. The opposition group sited concerns about health, safety, and property rights. The zoning proposition failed to win a majority of votes.",REC-0360,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_c5156cfe2a,src_90d5b39d9a09
con_7166906c9b,OK,Canadian River Wind Project,wind,4,"Community members organized protests and advocated for a moratorium on the Canadian River Wind Project, leading to its cancellation.",blocked_unverified,outcome_label_only,cancelled,,"organized_group, local_residents",McIntosh County,,,300,,"In response to the proposed 300-MW Canadian River wind farm, community members organized protests and advocated for a moratorium on wind farm development in the county. Local opponents expressed concerns over potential impacts on property values, water resources, and tourism. The Muscogee (Creek) Nation supported the efforts against the project, raising concerns about the lack of formal consultation with the tribes. In January 2025, the project developer announced its decision to terminate the development in response to local opposition.",REC-0361,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_7166906c9b,src_90d5b39d9a09
con_685347ee3d,OK,Cedar Run Wind Project,wind,2,"Local community members organized to oppose the Cedar Run Wind Project, a proposed 97.5-MW wind farm.",pending,none,pending,,"organized_group, local_residents",Lincoln County,,,97.5,,"Local community members have organized to oppose the Cedar Run Wind Project, a proposed 97.5-MW wind farm. The local opposition group has erected ‘no wind turbines’ signs throughout the county, launched a Facebook group that attracted more than 2,000 members, and erected a website expressing opposition to the project. The project faced a possible moratorium in the county, but the Lincoln County Commissioners ultimately decided not to vote on a moratorium.",REC-0362,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_685347ee3d,src_90d5b39d9a09
con_f358e3a4c1,OK,Osage Wind,wind,3,The Osage Nation has contested the Osage Wind project on mineral rights grounds and brought legal action against Enel.,pending,none,pending,yes,"environmental_group, state_political",Osage County,,,84,"8,400","The Osage Nation has contested a wind farm developed by Enel in Osage County on the basis that the 84-turbine wind farm constitutes a trespass on Osage Nation mineral rights. Beginning in 2014, the federal government and Osage Mineral Council have brought suit against Osage Wind LLC. In 2016, a federal appellate judge held that the Osage Tribe had standing to seek damages for the operation of Osage Wind’s 8,400-acre wind farm and that Enel was unlawfully mining without a mineral permit by gathering and crushing rock to use for the base of its turbines. In January 2019, the U.S. Supreme Court declined to consider an appeal from Osage Wind LLC. The parties were in court again in September 2023, where the Osage Mineral Council and federal government argued that Osage Wind was liable for continued trespass. In December 2023, the U.S. District Court for the Northern District of Oklahoma held that Osage Wind was liable for continued trespass and ordered removal of the wind farm.",REC-0363,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_f358e3a4c1,src_90d5b39d9a09
con_cc2b298081,OK,Skeleton Creek Solar Project,solar;battery_storage,2,Local community members opposed the Skeleton Creek Solar Project and protested at a county board meeting.,pending,none,pending,,"organized_group, local_residents",Garfield County,,,,"5,277","On February 27, 2023, the Metropolitan Area Planning Commission denied an application by NextEra Energy Resources to use 5,277 acres of land for a solar and battery storage facility. Members of the public expressed concerns about glint and glare, as well as impacts to farm properties. NextEra has moved forward with the project, and in October 2023, roughly 90-100 people protested the project at a Garfield County Board of County Commissioners meeting.",REC-0364,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_cc2b298081,src_90d5b39d9a09
con_497edaf406,OR,Beehive Solar Project,solar,3,A group challenged Clackamas County’s approval of a solar project on prime farmland.,pending,none,pending,yes,organized_group,Clackamas,,June 2018,73,73,"In June 2018, a group called 1,000 Friends of Oregon filed an appeal challenging Clackamas County’s approval of a 73-acre solar project on prime farmland. The County had found that the project would not preclude commercial agriculture because it would house 100 honeybee colonies on site.",REC-0367,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_497edaf406,src_90d5b39d9a09
con_a8e3b7177a,OR,Boardman-to-Hemingway Transmission Line,transmission,3,A group filed lawsuits to stop the transmission line project.,pending,none,pending,yes,organized_group,"Baker, Malheur, Morrow, Umatilla, Union",,"March 9, 2023","1,000",,"The 290-mile Boardman-to-Hemingway (B2H) transmission line, first proposed in 2007, would deliver up to 1,000 MW of renewable energy across eastern Oregon and southwestern Idaho. However, a group called the STOP B2H Coalition has filed at least two lawsuits to stop the project.",REC-0368,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,technology inferred from project name,con_a8e3b7177a,src_90d5b39d9a09
con_b9a2dc6c7a,OR,Echanis Wind Farm,wind,4,Public opposition led to the withdrawal of additional wind project proposals.,blocked_confirmed,court_ruling: Oregon Natural Desert Association v. Jewell,cancelled,yes,"environmental_group, local_residents",Harney,,2007,104,10500,"In 2007, Columbia Energy Partners proposed Echanis Wind Farm, a 104-MW wind farm on approximately 10,500 acres. The project met immediate opposition from the Oregon Natural Desert Association due to its proximity to the federally-protected Steens Mountain.",REC-0369,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_b9a2dc6c7a,src_90d5b39d9a09
con_be46918102,OR,Mountain Meadow Solar Project,solar,2,Neighbors appealed to the Oregon Land Use Board of Appeals after Clackamas County approved a solar project.,pending,none,pending,,local_residents,Clackamas,,April 2019,10,10,"Mountain Meadow Solar, LLC applied to Clackamas County for permission to construct a 10-acre solar farm on a parcel then used for growing Christmas trees. Ager Clackamas County approved the project, five neighbors appealed to the Oregon Land Use Board of Appeals.",REC-0370,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_be46918102,src_90d5b39d9a09
con_f1ba5562af,OR,Muddy Creek Energy Park,solar,2,Local opposition to a large solar project includes letter-writing campaigns and advocacy for local control.,pending,none,pending,,"organized_group, local_residents",Lane,,,199,1588,"The proposed 199-MW Muddy Creek Energy Park solar energy generation facility would encompass 1,588 acres. The project is in the process of a two-year study mandated by the Oregon Department of Fish and Wildlife. However, this project has faced intense local opposition.",REC-0371,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_f1ba5562af,src_90d5b39d9a09
con_68581d6deb,OR,Nolin Hills Energy Project,solar;wind;battery_storage,2,Local opposition led to the expansion of a wind project with solar and storage capacity.,pending,none,pending,,local_residents,Umatilla,,September 2017,350,48000,"In September 2017, Capital Power proposed a 350-MW wind project on approximately 45,000 acres in Umatilla County’s exclusive farm use zone. In November 2020, the project was expanded to include up to 300 MW of solar and storage capacity.",REC-0372,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_68581d6deb,src_90d5b39d9a09
con_068d7bcf0d,OR,Obsidian Solar Center,solar,2,Local residents opposed a solar project due to dust and wildlife impacts.,pending,none,pending,,local_residents,Lake,,2018,400,1588,Plans for the 400-MW Obsidian Solar Center in the high desert of Christmas Valley were met with opposition by local residents concerned about dust and impacts to local wildlife. The project was submitted for approval in 2018 but faced delays due to opposition.,REC-0373,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_068d7bcf0d,src_90d5b39d9a09
con_ba4d87b309,OR,Origis Energy Solar Project,solar,3,An appeal challenged Jackson County’s approval of a solar project on prime farmland.,pending,none,pending,yes,"organized_group, local_residents",Jackson,,June 2018,80,80,"The group 1,000 Friends of Oregon filed an appeal challenging Jackson County’s approval of an 80-acre solar facility on prime farmland outside of Medford. The state’s Land Use Board of Appeals reversed the decision, siding with the opponents. In June 2018, the Oregon Court of Appeals upheld LUBA’s decision.",REC-0374,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_ba4d87b309,src_90d5b39d9a09
con_c0061d8d93,OR,Steens Wind,wind,4,A lawsuit challenged the federal government’s approval of a wind farm on Steens Mountain.,blocked_confirmed,court_ruling: Oregon Natural Desert Association v. Jewell,cancelled,yes,"environmental_group, local_residents",Harney,,2012,350,48000,"In 2012, the Portland Audubon Society and Oregon Natural Desert Association filed a lawsuit in federal court to challenge the federal government’s approval of a wind farm on Steens Mountain. The lawsuit cited potential impacts to golden eagles, sage grouse, and bighorn sheep.",REC-0375,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_c0061d8d93,src_90d5b39d9a09
con_deca33e478,PA,AtlanDc Wind Project,wind,2,AtlanDc Wind proposed a wind turbine project in Carbon County but faced legal challenges.,needs_review,none,in_force,,,Carbon,,"2016, December 2017",28,,"In 2016, AtlanDc Wind submitted a proposal to construct 37 wind turbines in Penn Forest Township on lands owned by the Bethlehem Municipal Authority. The 2016 proposal was “deemed approved” when Penn Forest Township defaulted on deadline during the review process. Township residents filed a lawsuit challenging the deemed approval, but the approval was upheld in December 2017 by a Carbon County judge. In 2018, with the first application still pending, AtlanDc Wind submitted a modified application seeking permission for only 28 turbines located farther from homes.",REC-0381,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_deca33e478,src_90d5b39d9a09
con_06d992079f,PA,Brookfield Solar Energy Center,solar,2,"Residents protested a large solar project in Mount Joy Township, leading to legal challenges.",pending,none,pending,,"local_residents, organized_group",Lancaster,Mount Joy Township,January 2020 - March 2021,75,1000,"During a series of 21 public hearings between January 2020 and March 2021, residents protested a 75-MW solar energy project proposed by Brookfield Solar I LLC that would span 1,000 acres across 26 different parcels of land in Mount Joy Township. At one hearing in August 2020, protestors argued that the town supervisor should be fired because he owns a solar lease. In June 2021, Mount Joy Township supervisors rejected the developer’s request for a conditional use permit to build a 391-acre stretch of the project along a major highway. On September 2, 2022, the Court of Common Pleas of Adams County, Pennsylvania upheld the denial of the permit, finding that the developer failed to provide sufficient analysis of adverse impacts on surrounding property owners.",REC-0382,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_06d992079f,src_90d5b39d9a09
con_3ff7839c1e,PA,Brookview Solar 1,solar,2,Project neighbors opposed the Brookview Solar 1 project in Lancaster County.,pending,none,pending,,"local_residents, organized_group",Lancaster,,November 2023,,,"In November 2023, the Pennsylvania Commonwealth Court affirmed the denial of a permit for the Brookview Solar 1 project in Mt. Joy Township. Project neighbors had opposed the development, collecting 950 signatures for a petition against the project.",REC-0383,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_3ff7839c1e,src_90d5b39d9a09
con_9bd094fcd8,PA,Cuffs Run Pumped Storage Project,hydro,2,A pumped storage project faced opposition from local groups and environmentalists.,pending,none,pending,,"environmental_group, local_residents",York,,July 2023 - February 2024,,1000,"York Energy Storage LLC plans to construct a 1.8-mile-long dam and flood 580 acres to create a hydroelectric facility designed to feed power into the regional grid. The project is named the Cuffs Run Pumped Storage Project and will have an estimated 1,000-acre footprint. In July 2023, a coalition of 17 nonprofits and local governments, along with Republican State Senator KrisDn Phillips-Hill of York, signed a letter urging federal regulators to reject the preliminary permit application for the project. The letter states that the “proposed project would destroy preserved farms, a regional scenic trail, and forested lands much needed to help protect the ecological health of this landscape and waterway.” In September 2023, FERC rejected the preliminary permit application due to deficiencies in the application; the application was refiled and accepted in February 2024.",REC-0384,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_9bd094fcd8,src_90d5b39d9a09
con_f1643b94f4,PA,Dover Solar I Project,solar,1,The Dover Solar I Project faced significant local opposition but was ultimately approved.,advanced_unverified,outcome_label_only,approved_after_opposition,,"local_residents, organized_group",York,,2022,,600,Enel Green Power’s plans to construct a 600-acre solar project in Dover Township encountered local opposition. One group called Keep Dover BeauDful started a website to organize opposition against the project. The project was ultimately approved in 2022 after eight meetings.,REC-0385,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_f1643b94f4,src_90d5b39d9a09
con_49487c0c3f,PA,Electric City Solar Initiative,solar,2,The Electric City Solar Initiative faced local opposition and zoning approval denial.,pending,none,pending,,"local_residents, organized_group",Lackawanna,Scranton,February 2023,,73,"In February 2023, the Scranton Zoning Board denied zoning approval to ECA Solar for the construction of a solar farm on West Mountain. The Massachusetts-based company sought to re-zone 73 acres of land to install over 12,000 solar panels. Some residents had complained that the project would be visually disruptive and would lead to flooding from stormwater runoff.",REC-0386,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_49487c0c3f,src_90d5b39d9a09
con_d673e8fdd8,PA,Firefly Solar Project,solar,2,Vesper Energy's Firefly Solar project faced significant local opposition and was ultimately prohibited on agricultural land.,pending,none,pending,,"local_residents, organized_group",Lawrence,North Beaver Township,2021 - 2023,200,2000,"Vesper Energy’s proposal to construct the 200-MW Firefly Solar project on prime farmland in North Beaver Township led to significant pushback, and the township ultimately prohibited solar development on agricultural land in 2021. Vesper continued to attempt to develop the project in Lawrence County.",REC-0387,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_d673e8fdd8,src_90d5b39d9a09
con_1882b23cd4,PA,Greenfield Township Solar Farm,solar,2,A solar farm project in Greenfield Township faced local opposition and required additional environmental reports.,pending,none,pending,,"local_residents, organized_group",Lackawanna,Greenfield Township,January 2023 - February 2024,,23,"New Leaf Energy’s plans to construct a solar project on 23 acres of land zoned for suburban-residential development in Greenfield Township have encountered local opposition. At a hearing in January 2023, residents expressed concerns about runoff and impacts to the environment, property values, and the town's rural character.",REC-0388,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_1882b23cd4,src_90d5b39d9a09
con_e209500208,SC,Gallivants Ferry Solar Project,solar,4,"Southern Current proposed a 138-MW, 1,500-acre solar project near Gallivants Ferry but faced opposition and never built.",blocked_unverified,outcome_label_only,cancelled,yes,"litigation, local_residents",Horry County,Gallivants Ferry,2020,138,1500,"During meetings in 2020, members of the County Council raised concerns about leaching of cadmium telluride, questioning what would happen if the solar panels were damaged in a hurricane. County Council members also raised concerns about decommissioning and whether landfills would accept solar panels. Although the developer agreed not to use solar panels that include cadmium telluride, the project was never built.",REC-0396,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_e209500208,src_90d5b39d9a09
con_839157a24b,SC,Runnymeade Solar Project,solar,3,Runnymede LLC proposed a 2-MW solar project but faced opposition and permit challenges.,pending,none,pending,yes,"litigation, local_residents",Sumter County,Runnymede subdivision of Sumner City,"April 29, 2022",2,44,"On April 29, 2022, Runnymede LLC submitted an application to build a 2-MW solar system on 44 acres of land zoned for heavy industrial use in the Runnymede subdivision of Sumner City. On May 26, 2022, the local zoning authorities issued a permit. However, on June 27, 2022, the owners of property within the Runnymede subdivision filed an appeal challenging the project. At a meeting on August 10, the Zoning Board of Appeals upheld the permit with three additional conditions, including landscaping requirements.",REC-0397,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_839157a24b,src_90d5b39d9a09
con_af3c599053,SD,Crocker Wind Farm,wind,3,"Geronimo Energy proposed a 400-MW wind farm, but the final project was reduced to 200 MW due to setbacks.",advanced_unverified,outcome_label_only,approved_after_opposition,yes,local_residents,Clark County,,2017,200,,"In 2017, Geronimo Energy proposed a 400-MW wind farm in Clark County. Public hearings on the project featured significant opposition from local residents. The Clark County Commission approved the project but required that turbines be set back 3,960 feet (0.75 miles) from residences, far more than the 1,000 feet required by the county zoning ordinance. Geronimo Energy challenged the setback requirements in court, but the court ruled in favor of the commission. South Dakota’s Public Utilities Commission granted a construction permit in June 2018. The final project, completed in 2019, was 200 MW, half the size originally proposed.",REC-0403,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_af3c599053,src_90d5b39d9a09
con_1bff19d998,SD,Crowned Ridge Wind Project,wind,3,The 132-turbine Crowned Ridge Wind project was appealed to the South Dakota Supreme Court.,pending,none,pending,yes,litigation,Codington and Grant Counties,,2022,,,"The Public Utility Commission’s permit for the 132-turbine Crowned Ridge Wind project was appealed by opponents to the South Dakota Supreme Court, which upheld it in 2022. One of the landowners who brought the appeal later filed a suit about the noise level from the operating wind farm. In October 2023, that complaint was dismissed after the plaintiff failed to attend a hearing.",REC-0404,"Sabin Center, Opposition to Renewable Energy Facilities in the United States (June 2025 ed.), via data/renewable_opposition_records.csv",https://climate.law.columbia.edu/sites/default/files/content/Opposition-Report-June-2025.pdf,,con_1bff19d998,src_90d5b39d9a09
